jobTitle,categoriesName,locations,employment,salaryMin,salaryMax,salary_mid,main_category,main_location,salaryMin_scaled,salaryMax_scaled,salary_mid_scaled
"Senior Sales Executive (Bandung, Tangerang)","Penjualan / Pemasaran,Penjualan Ritel",Bandung,Full-time,5000000.0,6500000.0,5750000.0,Penjualan / Pemasaran,Bandung,0.07894736842105263,0.09185803757828809,0.0861466821885914
Accounting Supervisor,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Utara,Full-time,7000000.0,9000000.0,8000000.0,Akuntansi / Keuangan,Jakarta Utara,0.13157894736842107,0.14405010438413363,0.13853317811408614
STAFF LEGAL,"Pelayanan,Pengacara / Asisten Legal",Jakarta Selatan,Contract,4000000.0,5600000.0,4800000.0,Pelayanan,Jakarta Selatan,0.052631578947368425,0.07306889352818371,0.06402793946449359
Drafter 3D Engineering,"Bangunan/Konstruksi,Arsitek/Desain Interior",Jakarta Barat,Contract,5000000.0,5500000.0,5250000.0,Bangunan/Konstruksi,Jakarta Barat,0.07894736842105263,0.07098121085594991,0.07450523864959255
Jr. Business Development Specialists,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Selatan,Contract,5000000.0,6000000.0,5500000.0,Penjualan / Pemasaran,Jakarta Selatan,0.07894736842105263,0.08141962421711899,0.08032596041909196
Internal Auditor,"Akuntansi / Keuangan,Audit Pajak",Bandung,Full-time,10000000.0,15000000.0,12500000.0,Akuntansi / Keuangan,Bandung,0.21052631578947367,0.26931106471816285,0.24330616996507565
Magang - Drafter,"Bangunan/Konstruksi,Arsitek/Desain Interior",Bekasi,Internship,2000000.0,3250000.0,2625000.0,Bangunan/Konstruksi,Bekasi,0.0,0.02400835073068893,0.013387660069848657
Operator Unicrane dan operator Forklit,"Manufaktur,Manufaktur","Makassar,Jakarta Raya,Jawa Tengah",Full-time,4000000.0,5600000.0,4800000.0,Manufaktur,Makassar,0.052631578947368425,0.07306889352818371,0.06402793946449359
BANCASSURANCE SPECIALIST (BAS) - JAKARTA KEMAYORAN,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Jakarta Pusat,Jakarta Timur,Jakarta Utara,Bekasi,Cikarang,Karawang",Full-time,3000000.0,3700000.0,3350000.0,Penjualan / Pemasaran,Jakarta Pusat,0.026315789473684202,0.03340292275574113,0.03026775320139697
Marketing Creative,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Banten,Full-time,2000000.0,2800000.0,2400000.0,Penjualan / Pemasaran,Banten,0.0,0.014613778705636744,0.008149010477299184
Telemarketing,"Penjualan / Pemasaran,Telesales/Telemarketing",Jakarta Utara,Full-time,4000000.0,5600000.0,4800000.0,Penjualan / Pemasaran,Jakarta Utara,0.052631578947368425,0.07306889352818371,0.06402793946449359
Staff Design Grafis,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Jakarta Selatan,Contract,4416186.0,5000000.0,4708093.0,Seni/Media/Komunikasi,Jakarta Selatan,0.06358384210526316,0.0605427974947808,0.06188807916181605
Marketing Kreatif Cafe,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Cimahi,Full-time,2000000.0,4000000.0,3000000.0,Penjualan / Pemasaran,Cimahi,0.0,0.039665970772442584,0.022118742724097785
BANCASSURANCE SPECIALIST - BSD,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Bogor,Depok,Tangerang",Full-time,3000000.0,3700000.0,3350000.0,Penjualan / Pemasaran,Bogor,0.026315789473684202,0.03340292275574113,0.03026775320139697
MEKANIK TRUCK,"Teknik,Mekanikal",Jawa Timur,Full-time,5000000.0,8000000.0,6500000.0,Teknik,Jawa Timur,0.07894736842105263,0.1231732776617954,0.10360884749708962
HR GA Generalist,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Jakarta Raya,Full-time,5000000.0,7000000.0,6000000.0,Sumber Daya Manusia/Personalia,Jakarta Raya,0.07894736842105263,0.10229645093945719,0.0919674039580908
Accounting,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Pusat,Full-time,3500000.0,4500000.0,4000000.0,Akuntansi / Keuangan,Jakarta Pusat,0.03947368421052632,0.0501043841336117,0.04540162980209545
Sr. People Ops Specialist,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Tangerang,Full-time,7000000.0,8500000.0,7750000.0,Sumber Daya Manusia/Personalia,Tangerang,0.13157894736842107,0.13361169102296452,0.13271245634458673
IT Developer Dot Net,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Selatan,Full-time,5500000.0,7000000.0,6250000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.09210526315789475,0.10229645093945719,0.09778812572759021
Pegawai restoran,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Probolinggo,Full-time,2000000.0,3500000.0,2750000.0,Hotel/Restoran,Probolinggo,0.0,0.029227557411273482,0.016298020954598362
Digital Marketing,"Penjualan / Pemasaran,Digital Marketing",Medan,Full-time,3500000.0,5000000.0,4250000.0,Penjualan / Pemasaran,Medan,0.03947368421052632,0.0605427974947808,0.051222351571594875
BUYER RETAIL ADMIN,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Jakarta Barat,Full-time,3500000.0,4000000.0,3750000.0,Hotel/Restoran,Jakarta Barat,0.03947368421052632,0.039665970772442584,0.03958090803259604
BANCASSURANCE SPECIALIST PALEMBANG,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Sumatera Selatan,Full-time,2200000.0,2750000.0,2475000.0,Penjualan / Pemasaran,Sumatera Selatan,0.005263157894736838,0.013569937369519836,0.009895227008149009
Senior Digital Marketing,"Penjualan / Pemasaran,Digital Marketing",Jakarta Utara,Full-time,13000000.0,25000000.0,19000000.0,Penjualan / Pemasaran,Jakarta Utara,0.2894736842105263,0.47807933194154495,0.3946449359720605
Human Resources Department,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Tangerang,Full-time,5000000.0,6000000.0,5500000.0,Sumber Daya Manusia/Personalia,Tangerang,0.07894736842105263,0.08141962421711899,0.08032596041909196
IT System Analyst,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,3000000.0,4200000.0,3600000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.026315789473684202,0.04384133611691023,0.03608847497089638
Desain Grafis,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Jawa Timur,Full-time,2000000.0,3000000.0,2500000.0,Seni/Media/Komunikasi,Jawa Timur,0.0,0.01878914405010438,0.010477299185098952
Salesman (Perusahaan Farmasi) - Jakarta Barat,"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Barat,Full-time,4000000.0,4500000.0,4250000.0,Penjualan / Pemasaran,Jakarta Barat,0.052631578947368425,0.0501043841336117,0.051222351571594875
Programmer Analyst,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,3000000.0,4200000.0,3600000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.026315789473684202,0.04384133611691023,0.03608847497089638
Accounting,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Surabaya,Full-time,4375000.0,5125000.0,4750000.0,Akuntansi / Keuangan,Surabaya,0.06249999999999999,0.06315240083507306,0.0628637951105937
GM MARKETING COMMUNICATION PROPERTY,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Depok,Full-time,15000000.0,25000000.0,20000000.0,Penjualan / Pemasaran,Depok,0.34210526315789475,0.47807933194154495,0.4179278230500582
MARKETING SALES,"Lainnya,Penerbitan",Surabaya,Full-time,4300479.0,6020671.0,5160575.0,Lainnya,Surabaya,0.06053892105263158,0.08185116910229645,0.0724231664726426
Branch Head - Machinery - Lampung (B-66090),"Penjualan / Pemasaran,Penjualan - Korporasi",Lampung,Full-time,8000000.0,13000000.0,10500000.0,Penjualan / Pemasaran,Lampung,0.15789473684210528,0.22755741127348642,0.19674039580908032
MANAGER KEUANGAN,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Raya,Full-time,10000000.0,14000000.0,12000000.0,Akuntansi / Keuangan,Jakarta Raya,0.21052631578947367,0.24843423799582462,0.23166472642607683
BANCASSURANCE SPECIALIST (BAS) - MEDAN,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Medan,Pematangsiantar,Sibolga",Full-time,2200000.0,2750000.0,2475000.0,Penjualan / Pemasaran,Medan,0.005263157894736838,0.013569937369519836,0.009895227008149009
"SME Bancassurance Life Consultant (Batam, Jambi)","Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Jambi,Batam",Full-time,4000000.0,5000000.0,4500000.0,Penjualan / Pemasaran,Jambi,0.052631578947368425,0.0605427974947808,0.057043073341094284
Perawat Gigi,"Layanan Kesehatan,Praktisi/Asisten Medis",Medan,Contract,2500000.0,3500000.0,3000000.0,Layanan Kesehatan,Medan,0.013157894736842098,0.029227557411273482,0.022118742724097785
Sales Accessories HP,"Penjualan / Pemasaran,Penjualan Ritel",Bali,Full-time,3000000.0,5000000.0,4000000.0,Penjualan / Pemasaran,Bali,0.026315789473684202,0.0605427974947808,0.04540162980209545
BANCASSURANCE SPECIALIST - BANDUNG,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Bandung,Full-time,2700000.0,3400000.0,3050000.0,Penjualan / Pemasaran,Bandung,0.018421052631578942,0.027139874739039664,0.023282887077997673
IT Support ERP POS,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Tangerang,Full-time,4500000.0,6500000.0,5500000.0,Komputer/Teknologi Informasi,Tangerang,0.06578947368421054,0.09185803757828809,0.08032596041909196
Cook,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran","Jakarta Barat,Jakarta Selatan,Jakarta Utara,Tangerang",Contract,2500000.0,3500000.0,3000000.0,Hotel/Restoran,Jakarta Barat,0.013157894736842098,0.029227557411273482,0.022118742724097785
Sales Engineer,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Jakarta Raya,Full-time,4500000.0,6000000.0,5250000.0,Penjualan / Pemasaran,Jakarta Raya,0.06578947368421054,0.08141962421711899,0.07450523864959255
Telemarketing,"Penjualan / Pemasaran,Telesales/Telemarketing",Depok,Full-time,3000000.0,4200000.0,3600000.0,Penjualan / Pemasaran,Depok,0.026315789473684202,0.04384133611691023,0.03608847497089638
Mekanik Kendaraan,"Teknik,Mekanikal",Jawa Barat,Full-time,2000000.0,3000000.0,2500000.0,Teknik,Jawa Barat,0.0,0.01878914405010438,0.010477299185098952
Sales Outlet Bakery,"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Barat,Full-time,4000000.0,6000000.0,5000000.0,Penjualan / Pemasaran,Jakarta Barat,0.052631578947368425,0.08141962421711899,0.06868451688009314
Senior Marketing,"Penjualan / Pemasaran,Digital Marketing",Jakarta Raya,Full-time,6000000.0,8000000.0,7000000.0,Penjualan / Pemasaran,Jakarta Raya,0.10526315789473684,0.1231732776617954,0.11525029103608847
Content Creator,"Penjualan / Pemasaran,Digital Marketing",Denpasar,Full-time,2500000.0,3500000.0,3000000.0,Penjualan / Pemasaran,Denpasar,0.013157894736842098,0.029227557411273482,0.022118742724097785
SUPERVISOR QUANTITY SURVEYOR/ESTIMATOR,"Bangunan/Konstruksi,Arsitek/Desain Interior",Jakarta Barat,Full-time,8000000.0,13000000.0,10500000.0,Bangunan/Konstruksi,Jakarta Barat,0.15789473684210528,0.22755741127348642,0.19674039580908032
Head of Area Indonesia Timur,"Sumber Daya Manusia/Personalia,Top Management / Manajemen Tingkat Atas",Makassar,Full-time,8000000.0,10000000.0,9000000.0,Sumber Daya Manusia/Personalia,Makassar,0.15789473684210528,0.16492693110647183,0.1618160651920838
Graphic Designer,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Banten,Full-time,4500000.0,5000000.0,4750000.0,Seni/Media/Komunikasi,Banten,0.06578947368421054,0.0605427974947808,0.0628637951105937
Staff Akuntansi dan Pajak,"Akuntansi / Keuangan,Audit Pajak",Jakarta Barat,Full-time,5000000.0,7000000.0,6000000.0,Akuntansi / Keuangan,Jakarta Barat,0.07894736842105263,0.10229645093945719,0.0919674039580908
PPIC,"Manufaktur,Manufaktur",Jawa Tengah,Full-time,2500000.0,3000000.0,2750000.0,Manufaktur,Jawa Tengah,0.013157894736842098,0.01878914405010438,0.016298020954598362
Designer / Drafter,"Bangunan/Konstruksi,Arsitek/Desain Interior",Jakarta Barat,Full-time,4000000.0,4500000.0,4250000.0,Bangunan/Konstruksi,Jakarta Barat,0.052631578947368425,0.0501043841336117,0.051222351571594875
Staf Admin,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Surabaya,Full-time,4300000.0,4500000.0,4400000.0,Sumber Daya Manusia/Personalia,Surabaya,0.060526315789473685,0.0501043841336117,0.05471478463329452
Sales Promotion - (Kecantikan),"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Raya,Full-time,4000000.0,4500000.0,4250000.0,Penjualan / Pemasaran,Jakarta Raya,0.052631578947368425,0.0501043841336117,0.051222351571594875
Android Programmer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,7000000.0,8500000.0,7750000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.13157894736842107,0.13361169102296452,0.13271245634458673
Frontend Web Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,7000000.0,12000000.0,9500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.13157894736842107,0.2066805845511482,0.17345750873108265
Preschool Teacher,"Pendidikan/Pelatihan,Pendidikan",Jakarta Utara,Full-time,4000000.0,6000000.0,5000000.0,Pendidikan/Pelatihan,Jakarta Utara,0.052631578947368425,0.08141962421711899,0.06868451688009314
Sales Motoris (Task Force),"Penjualan / Pemasaran,Penjualan Ritel","Jakarta Raya,Bekasi,Bogor,Bandung,Tangerang",Contract,4700000.0,6000000.0,5350000.0,Penjualan / Pemasaran,Jakarta Raya,0.07105263157894737,0.08141962421711899,0.07683352735739232
Senior Auditor,"Akuntansi / Keuangan,Audit Pajak",Jakarta Selatan,Full-time,5000000.0,6500000.0,5750000.0,Akuntansi / Keuangan,Jakarta Selatan,0.07894736842105263,0.09185803757828809,0.0861466821885914
Staf Produksi / PPC,"Manufaktur,Manufaktur",Surabaya,Full-time,3500000.0,4400000.0,3950000.0,Manufaktur,Surabaya,0.03947368421052632,0.04801670146137787,0.044237485448195564
BANCASSURANCE SPECIALIST - DENPASAR,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Bali,Bima,Mataram,Kupang",Full-time,2200000.0,3000000.0,2600000.0,Penjualan / Pemasaran,Bali,0.005263157894736838,0.01878914405010438,0.012805587892898714
PHP Programmer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Utara,Full-time,6000000.0,10000000.0,8000000.0,Komputer/Teknologi Informasi,Jakarta Utara,0.10526315789473684,0.16492693110647183,0.13853317811408614
Account Executive,"Pelayanan,Layanan Pelanggan",Jakarta Utara,Full-time,5000000.0,7000000.0,6000000.0,Pelayanan,Jakarta Utara,0.07894736842105263,0.10229645093945719,0.0919674039580908
Finance Accounting Staff,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Selatan,Full-time,6000000.0,6500000.0,6250000.0,Akuntansi / Keuangan,Jakarta Selatan,0.10526315789473684,0.09185803757828809,0.09778812572759021
General Affair Staf,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Jakarta Selatan,Full-time,4000000.0,4500000.0,4250000.0,Sumber Daya Manusia/Personalia,Jakarta Selatan,0.052631578947368425,0.0501043841336117,0.051222351571594875
IT SYSTEM ADMINISTRATOR,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Jakarta Selatan,Full-time,10000000.0,13000000.0,11500000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.21052631578947367,0.22755741127348642,0.220023282887078
Sales Counter Optik / ASRO,"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Raya,Full-time,3500000.0,7000000.0,5250000.0,Penjualan / Pemasaran,Jakarta Raya,0.03947368421052632,0.10229645093945719,0.07450523864959255
Senior Product Designer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Jakarta Raya,Bandung",Full-time,20000000.0,23000000.0,21500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.47368421052631576,0.43632567849686854,0.4528521536670547
Digital Marketing Manager,"Penjualan / Pemasaran,Digital Marketing",Jakarta Barat,Full-time,10000000.0,15000000.0,12500000.0,Penjualan / Pemasaran,Jakarta Barat,0.21052631578947367,0.26931106471816285,0.24330616996507565
Senior Engineer - DevOps,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Jakarta Raya,Full-time,28000000.0,45000000.0,36500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.6842105263157895,0.895615866388309,0.8020954598370197
AGRONOMIST SUPERVISOR,"Sains,Pertanian",Sleman,Contract,3000000.0,4000000.0,3500000.0,Sains,Sleman,0.026315789473684202,0.039665970772442584,0.03376018626309662
Mobile Apps Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Bandung,Full-time,5500000.0,6750000.0,6125000.0,Komputer/Teknologi Informasi,Bandung,0.09210526315789475,0.09707724425887265,0.09487776484284052
Marketing,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Selatan,Full-time,12000000.0,16800000.0,14400000.0,Penjualan / Pemasaran,Jakarta Selatan,0.2631578947368421,0.30688935281837165,0.2875436554132712
R D Technical Assistant Manager For Chemicals Construction,"Lainnya,Lainnya/Kategori tidak tersedia",Bogor,Full-time,8000000.0,11200000.0,9600000.0,Lainnya,Bogor,0.15789473684210528,0.18997912317327767,0.17578579743888242
"Sales Support Dept Head, Building Material, Jakarta","Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Jakarta Raya,Full-time,20000000.0,30000000.0,25000000.0,Bangunan/Konstruksi,Jakarta Raya,0.47368421052631576,0.5824634655532359,0.5343422584400465
BANCASSURANCE SPECIALIST - SEMARANG,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Jepara,Kudus,Semarang",Full-time,2200000.0,3000000.0,2600000.0,Penjualan / Pemasaran,Jepara,0.005263157894736838,0.01878914405010438,0.012805587892898714
Manager Outlet,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran","Banjarmasin,Samarinda",Contract,8000000.0,15000000.0,11500000.0,Hotel/Restoran,Banjarmasin,0.15789473684210528,0.26931106471816285,0.220023282887078
Digital Marketing Performance,"Penjualan / Pemasaran,Digital Marketing",Jakarta Barat,Full-time,7000000.0,9800000.0,8400000.0,Penjualan / Pemasaran,Jakarta Barat,0.13157894736842107,0.16075156576200417,0.1478463329452852
Purchasing Manager,"Manufaktur,Pembelian/Manajemen Material",Bekasi,Contract,6500000.0,7500000.0,7000000.0,Manufaktur,Bekasi,0.11842105263157895,0.11273486430062629,0.11525029103608847
BANCASSURANCE SPECIALIST - SENAYAN,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Jakarta Pusat,Jakarta Selatan",Full-time,3000000.0,3700000.0,3350000.0,Penjualan / Pemasaran,Jakarta Pusat,0.026315789473684202,0.03340292275574113,0.03026775320139697
Planning Design Manager,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Bekasi,Full-time,15000000.0,17000000.0,16000000.0,Bangunan/Konstruksi,Bekasi,0.34210526315789475,0.3110647181628393,0.3247962747380675
BANCASSURANCE SPECIALIST MANADO,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Maluku,Sulawesi Tengah,Sulawesi Utara,Gorontalo,Maluku Utara",Full-time,2200000.0,3750000.0,2975000.0,Penjualan / Pemasaran,Maluku,0.005263157894736838,0.03444676409185803,0.021536670547147842
Administration Sales,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Jakarta Selatan,Full-time,4000000.0,5600000.0,4800000.0,Sumber Daya Manusia/Personalia,Jakarta Selatan,0.052631578947368425,0.07306889352818371,0.06402793946449359
Staf Teknik Drafter,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Depok,Full-time,2000000.0,2500000.0,2250000.0,Bangunan/Konstruksi,Depok,0.0,0.008350730688935284,0.004656577415599529
IT SPV,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Jakarta Selatan,Contract,8000000.0,9000000.0,8500000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.15789473684210528,0.14405010438413363,0.15017462165308498
Project Manager,"Bangunan/Konstruksi,Arsitek/Desain Interior",Jakarta Utara,Full-time,6000000.0,8400000.0,7200000.0,Bangunan/Konstruksi,Jakarta Utara,0.10526315789473684,0.1315240083507307,0.11990686845168799
BANCASSURANCE SPECIALIST - SURABAYA,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Surabaya,Full-time,2960000.0,3700000.0,3330000.0,Penjualan / Pemasaran,Surabaya,0.02526315789473684,0.03340292275574113,0.02980209545983701
Talent Recruiter,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Banten,Full-time,4000000.0,4500000.0,4250000.0,Sumber Daya Manusia/Personalia,Banten,0.052631578947368425,0.0501043841336117,0.051222351571594875
Senior Staff Finance Accounting,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Utara,Full-time,7500000.0,8000000.0,7750000.0,Akuntansi / Keuangan,Jakarta Utara,0.14473684210526316,0.1231732776617954,0.13271245634458673
Finance Staff,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Utara,Full-time,6000000.0,7000000.0,6500000.0,Akuntansi / Keuangan,Jakarta Utara,0.10526315789473684,0.10229645093945719,0.10360884749708962
